0.0000000,0.0000000,1444.5026,2887.0776,4322.7402,2.5000000,2.4999051,2.5000000,13485.078,31872.549,38618.723,0.0000000,5.9601245,2.3385642e+08,601.66443,1.4025000e+09,149.84200,149.84200,149.84200,12491536,585.85840,613.80975,592.69586,863.96552,1581.1478,930.92712,4616867.0,0.0000000,0.0000000,0.0000000,8654.3906
0.10000000,0.0000000,1450.0380,2895.0115,4334.3618,2.5000000,2.4998872,2.5000000,13484.352,31870.871,38616.770,-0.0039779209,5.9615307,2.3434445e+08,601.38483,1.3972093e+09,149.84200,149.84200,149.84200,12450657,585.88849,613.69092,592.73059,863.94952,1581.1146,930.90863,4617111.0,82.946556,0.0000000,0.0000000,8612.7197
0.20000000,0.0000000,1448.3379,2895.3291,4334.9712,2.5000000,2.4998450,2.5000000,13483.451,31868.887,38614.438,-0.0087096160,5.9633470,2.3447352e+08,601.06696,1.3907552e+09,149.84200,149.84200,149.84200,12398813,585.88013,613.49927,592.72192,863.88763,1580.9869,930.83734,4617200.0,82.689354,0.0000000,0.0000000,8614.6572
0.30000001,0.0000000,1445.8455,2895.5439,4335.5708,2.5000000,2.4997919,2.5000000,13482.479,31866.506,38611.637,-0.013320997,5.9658599,2.3439565e+08,600.70282,1.3842985e+09,149.84200,149.84200,149.84200,12339269,585.85785,613.27155,592.69745,863.77649,1580.7581,930.70966,4617232.0,82.391502,0.0000000,0.0000000,8616.5654
0.40000001,0.0000000,1443.8145,2895.5991,4335.9097,2.5000000,2.4997284,2.5000000,13481.361,31863.783,38608.430,-0.017731030,5.9689074,2.3434413e+08,600.28265,1.3779647e+09,149.84200,149.84200,149.84200,12271278,585.82440,613.00354,592.66064,863.61560,1580.4271,930.52527,4617237.0,82.049271,0.0000000,0.0000000,8618.1211
0.50000000,0.0000000,1442.8937,2895.2734,4335.6602,2.5000000,2.4996524,2.5000000,13480.145,31860.783,38604.902,-0.021841250,5.9722643,2.3450046e+08,599.81812,1.3718986e+09,149.84200,149.84200,149.84200,12196484,585.78125,612.70093,592.61316,863.40607,1579.9957,930.28540,4617249.0,81.671387,0.0000000,0.0000000,8619.0176
0.60000002,0.0000000,1443.0540,2894.6313,4334.9526,2.5000000,2.4988039,2.5000000,13478.873,31857.617,38601.176,-0.025615318,5.9756327,2.3445874e+08,599.32739,1.3661646e+09,149.84200,149.84200,149.84200,12118071,585.73035,612.37140,592.55725,863.15027,1579.4678,929.99274,4617360.0,81.272575,0.0000000,0.0000000,8619.0479
0.69999999,0.0000000,1444.3181,2893.7366,4333.8735,2.5000000,2.4935076,2.5000000,13477.599,31854.436,38597.422,-0.029338993,5.9787455,2.3335131e+08,598.83368,1.3604165e+09,149.84200,149.84200,149.84200,12039672,585.67389,612.00153,592.49536,862.84937,1578.8441,929.64868,4617173.5,80.871956,0.0000000,0.0000000,8618.2041
0.80000001,0.0000000,1446.5082,2892.7041,4332.5713,2.5000000,2.4857976,2.5000000,13476.368,31851.383,38593.801,-0.032603394,5.9814339,2.3258162e+08,598.36072,1.3551699e+09,149.84200,149.84200,149.84200,11964948,585.61371,611.62860,592.42957,862.50525,1578.1267,929.25513,4616984.5,80.488815,0.0000000,0.0000000,8616.6543
0.89999998,0.0000000,1449.3048,2891.6387,4331.2095,2.5000000,2.4773846,2.5000000,13475.225,31848.592,38590.461,-0.035055745,5.9832540,2.3222152e+08,597.92957,1.3508772e+09,149.84200,149.84200,149.84200,11897160,585.55194,611.27057,592.36212,862.12384,1577.3253,928.81866,4616805.0,80.140114,0.0000000,0.0000000,8614.5479
1.0000000,0.0000000,1452.5063,2890.6641,4329.8760,2.5000000,2.4710028,2.5000000,13474.211,31846.172,38587.531,-0.036266178,5.9836116,2.3200326e+08,597.55835,1.3480918e+09,149.84200,149.84200,149.84200,11839001,585.49078,610.94281,592.29553,861.71503,1576.4581,928.35065,4616616.0,79.840286,0.0000000,0.0000000,8612.0273
1.1000000,0.0000000,1455.8490,2889.8577,4328.6855,2.5000000,2.4669275,2.5000000,13473.358,31844.199,38585.121,-0.036186401,5.9826102,2.3192402e+08,597.26117,1.3469161e+09,149.84200,149.84200,149.84200,11792756,585.43256,610.66119,592.23230,861.29211,1575.5500,927.86603,4616410.5,79.600906,0.0000000,0.0000000,8609.2822
1.2000000,0.0000000,1459.0779,2889.2627,4327.7373,2.5000000,2.4643507,2.5000000,13472.702,31842.719,38583.289,-0.034972891,5.9776759,2.3196837e+08,597.04779,1.3472054e+09,149.84200,149.84200,149.84200,11759652,585.37921,610.44556,592.17462,860.86804,1574.6250,927.37946,4616228.0,79.429268,0.0000000,0.0000000,8606.3369
1.3000000,0.0000000,1465.6031,2887.9448,4325.6831,2.5000000,2.4631953,2.5000000,13472.395,31841.945,38582.305,-0.032440759,5.9683399,2.3215829e+08,596.96191,1.3492358e+09,149.84200,149.84200,149.84200,11745893,585.33685,610.32043,592.12927,860.45593,1573.7080,926.90582,4616099.0,79.359863,0.0000000,0.0000000,8601.3408
1.4000000,0.0000000,1468.2598,2887.9680,4325.5737,2.5000000,2.4636862,2.5000000,13472.262,31842.014,38582.328,-0.028606649,5.9642525,2.3252770e+08,596.99805,1.3530618e+09,149.84200,149.84200,149.84200,11752701,585.30566,610.30664,592.09619,860.07166,1572.8296,926.46313,4616039.0,79.394119,0.0000000,0.0000000,8598.1191
1.5000000,0.0000000,1467.9941,2888.7656,4326.5967,2.5000000,2.4653199,2.5000000,13472.312,31842.512,38582.875,-0.024145560,5.9592295,2.3294048e+08,597.10907,1.3579141e+09,149.84200,149.84200,149.84200,11770675,585.28082,610.36700,592.07001,859.72803,1572.0148,926.06580,4616037.5,79.486542,0.0000000,0.0000000,8597.1963
1.6000000,0.0000000,1464.9423,2890.2085,4328.6108,2.5000000,2.4673719,2.5000000,13472.409,31843.092,38583.523,-0.019763364,5.9536076,2.3329502e+08,597.23444,1.3629313e+09,149.84200,149.84200,149.84200,11790504,585.25891,610.45477,592.04700,859.43158,1571.2760,925.72125,4616075.0,79.588493,0.0000000,0.0000000,8598.1768
1.7000000,0.0000000,1460.2427,2891.8584,4330.9790,2.5000000,2.4691932,2.5000000,13472.435,31843.451,38583.922,-0.016063357,5.9476523,2.3353766e+08,597.32251,1.3673217e+09,149.84200,149.84200,149.84200,11804336,585.23688,610.52728,592.02374,859.18225,1570.6133,925.42920,4616138.5,79.659004,0.0000000,0.0000000,8600.5361
1.8000000,0.0000000,1454.9928,2893.3574,4333.2144,2.5000000,2.4702704,2.5000000,13472.318,31843.369,38583.805,-0.013469283,5.9416175,2.3365266e+08,597.33838,1.3704774e+09,149.84200,149.84200,149.84200,11806664,585.21240,610.55188,591.99786,858.97412,1570.0153,925.18298,4616217.5,79.669861,0.0000000,0.0000000,8603.6230
1.9000000,0.0000000,1450.1394,2894.4602,4334.9463,2.5000000,2.4702704,2.5000000,13472.018,31842.740,38583.043,-0.012180679,5.9358912,2.3364525e+08,597.26459,1.3720581e+09,149.84200,149.84200,149.84200,11794837,585.18433,610.50946,591.96802,858.79694,1569.4629,924.97095,4616305.0,79.607430,0.0000000,0.0000000,8606.7725
2.0000000,0.0000000,1446.4359,2895.0173,4335.9214,2.5000000,2.4690778,2.5000000,13471.531,31841.564,38581.633,-0.012171396,5.9305711,2.3316350e+08,597.10138,1.3720177e+09,149.84200,149.84200,149.84200,11769006,585.15234,610.39490,591.93390,858.63843,1568.9333,924.77924,4616137.5,79.472313,0.0000000,0.0000000,8609.4004
